Typelist,TableName,Code,Name,Description,Priority
"TypeOfBusiness_De","pctl_typeofbusiness_de","BowlingCenter","Bowling center","Bowling-/Kegelcenter","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","CafeConfectionery","Café/Confectionery with café","Café/Konditorei mit Café","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","IceCreamParlor","Ice cream parlor/Milk bar","Eisdiele/Milchbar","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","EspressoBar","Espresso bar","Espresso-Bar","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","FitnessCenterHospitality","Fitness center with hospitality","Fitnesscenter mit Bewirtschaftung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","InnOvernight","Inn with overnight stay","Gasthof mit Übernachtung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","Takeaway","Takeaway","Imbissstube","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","BusinessWithoutSurchage","Business not subject to a surcharge","Kein zuschlagspflichtiger Betrieb","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","CinemaHospitality","Cinema with hospitality","Kino mit Bewirtschaftung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","Pizzeria","Pizzeria","Pizzeria","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","Restaurant","Restaurant","Restaurant/Speiselokal","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","SaunaHospitality","Sauna with hospitality","Sauna mit Bewirtschaftung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","SolariumHospitality","Solarium with hospitality","Solarium mit Bewirtschaftung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","GymHospitality","Gym with hospitality","Sportstudio mit Bewirtung","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","KioskAlcohol","Kiosk that sells alcohol","Stehausschank/Trinkhalle","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","TeaRoom","Tea room","Teestube","-1"
"TypeOfBusiness_De","pctl_typeofbusiness_de","WineBar","Wine bar","Weinstube","-1"
"TypeOfInsuredProperty_DE","pctl_typeofinsuredproperty_de","RealEstate","RealEstate","","10"
"TypeOfInsuredProperty_DE","pctl_typeofinsuredproperty_de","Object","Object","","20"
"TypeOfSupplementalRpting","pctl_typeofsupplementalrpting","Detail","Detail","Detail","1"
"TypeOfSupplementalRpting","pctl_typeofsupplementalrpting","Broad","Broad","Dienst-","2"
"ULCovTermUseType","pctl_ulcovtermusetype","Direct","Direct","Direkt vom Benutzer eingegebener Wert","-1"
"ULCovTermUseType","pctl_ulcovtermusetype","Option","Option","Einfach auswählbare Option","-1"
"ULCovTermUseType","pctl_ulcovtermusetype","Package","Package","Auswählbares Optionspaket (Satz)","-1"
"ULCovTermUseType","pctl_ulcovtermusetype","Reference","Reference","Referenz auf ein bestehendes Deckungsbedingungsmuster","-1"
"ULGradeType","pctl_ulgradetype","Default","Default","Standard","-1"
"UndevelopedAreas_De","pctl_undevelopedareas_de","UpTo1000sqm","Up to 1,000 sq. m","Bis zu 1.000 qm unbebautes Grundstück","-1"
"UndevelopedAreas_De","pctl_undevelopedareas_de","UpTo2000sqm","Up to 2,000 sq. m","Bis zu 2.000 qm unbebautes Grundstück","-1"
"UndevelopedAreas_De","pctl_undevelopedareas_de","UpTo5000sqm","Up to 5,000 sq. m","Bis zu 5.000 qm unbebautes Grundstück","-1"
"UndevelopedAreas_De","pctl_undevelopedareas_de","NotInsured","Not insured","Nicht versichert","-1"
"UnitOfDistance","pctl_unitofdistance","Foot","Foot","Fuß","-1"
"UnitOfDistance","pctl_unitofdistance","Kilometer","Kilometer","Kilometer","-1"
"UnitOfDistance","pctl_unitofdistance","Mile","Mile","International festgelegte Meile","-1"
"UnitOfDistance","pctl_unitofdistance","Meter","Meter","Meter","-1"
"UpdateOp","pctl_updateop","DeleteUpdateOp","DeleteUpdateOp","DeleteUpdateOp","-1"
"UpdateOp","pctl_updateop","FieldChangeUpdateOp","FieldChangeUpdateOp","FieldChangeUpdateOp","-1"
"UpdateOp","pctl_updateop","CreateUpdateOp","CreateUpdateOp","OP erstellen/aktualisieren","-1"
"UpdateOp","pctl_updateop","UpdateOp","UpdateOp","UpdateOp","-1"
"UpFrontPaymentMethod","pctl_upfrontpaymentmethod","cash","Cash","Bargeld","-1"
"UpFrontPaymentMethod","pctl_upfrontpaymentmethod","electronic","Electronic","Elektronisch","-1"
"UpFrontPaymentMethod","pctl_upfrontpaymentmethod","notcollected","Not Collected","Nicht eingenommen","-1"
"UpFrontPaymentMethod","pctl_upfrontpaymentmethod","check","Check","Scheck","-1"
"UpFrontPaymentMethod","pctl_upfrontpaymentmethod","agent","Agent","Die Zahlung wird vom Vermittler entgegengenommen","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracleindexes","Oracle indexes","Speicherinformationen für Oracle-Indizes","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oraclelobs","Oracle LOBs","Speicherinformationen für Oracle-Sparten","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracletables","Oracle tables","Speicherinformationen für Oracle-Tabellen","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracletablespace","Oracle tablespaces","Speicherinformationen für Oracle-Tabellenräume","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracleindexesdef","Oracle indexes storage definition","Indexspeicherdefinitionen für Oracle","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oraclelobsdef","Oracle LOB storage definition","Sparten-Speicherinformationen für Oracle","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracletablesdef","Oracle tables storage definition","Tabellenspeicherdefinitionen für Oracle","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","oracletablespacedef","Oracle tablespace storage definition","Speicherdefinition für Oracle-Tabellenräume","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","sqlserverdatabase","SQL Server database","Speicherinformationen für SQL-Server-Datenbank","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","sqlservertablesindexes","SQL Server database tables and indexes","Speicherinformationen für Tabellen und Indizes der SQL-Server-Datenbank","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","sqlserverdataspace","SQL Server database dataspace","Speicherinformationen für SQL-Server-Datenbank - Datenraum","-1"
"UpgradeDBStorageSetType","pctl_upgradedbstoragesettype","sqlservertempdb","SQL Server database tempdb","Speicherinformationen für temporäre Datenbank der SQL-Server-Datenbank","-1"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","bootstrap","Bootstrap","Bootstrap","1"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","syncindexes","Sync indexes","Indizes synchronisieren","2"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","checkdbstate","Check database state","Datenbankstatus nach deaktivierten Beschränkungen usw. überprüfen","3"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","prerowcounts","Capture row counts before upgrade","Zeilenanzahl vor Upgrade","4"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","dbparameters","Persist database parameters","Persistente Datenbankparameter","5"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","dbspacebefore","Capture database space before","Informationen zu Datenbankspeicher vor Upgrade","6"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","customversionchecks","Customer Version Checks","Kundenprüfungen vornehmen, um festzustellen, ob mit dem Upgrade fortgefahren werden soll.","7"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","custompreupgrade","Customer Pre-Upgrade version triggers","Die im IDatabaseUpgrade-Plugin festgelegten Kunden-Pre-Upgrade-Schritte ausführen","8"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","versionchecks","Version Checks","Prüfungen vornehmen, um festzustellen, ob mit dem Upgrade fortgefahren werden soll.","9"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","vtbeforeschemadiff","Execute VersionTriggers before schema diff","VersionTriggers vor Schemadifferenz","10"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","orphanedtypecodes","Verify no references to orphaned type codes","Prüfen auf Bezüge auf verwaiste Typcodes","11"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","encryptdecrypt","Encrypt or decrypt existing data","Vorhandene Daten verschlüsseln oder entschlüsseln","12"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","gensteps","Generate steps","Schritte generieren","13"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","executesteps","Execute steps","Schritte ausführen","14"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","vtafterschemadiff","VersionTriggers after schema diff","Versionsauslöser nach Schema untersch","15"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","custompostupgrade","Customer Post-Upgrade version triggers","Die im IDatabaseUpgrade-Plugin festgelegten Kunden-Post-Upgrade-Schritte ausführen","16"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","snapshotdatamodel","Capture snapshot of datamodel for archiving","Momentaufnahme des Datenmodells zur Archivierung erfassen","17"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","cleanup","Clean up","Bereinigung","18"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","postrowcounts","Capture row counts after upgrade","Zeilenanzahl nach Upgrade","20"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","dbspaceafter","Capture database space after","Informationen zu Datenbankspeicher nach Upgrade","21"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","verifyschema","Verify schema","Schema verifizieren","22"
"UpgradeExecutionTimeType","pctl_upgradeexecutiontimetype","copytoshadowtables","Copy contents to shadow tables","Inhalte der Quelltabellen in Schattentabellen kopieren","19"
"Usage_De","pctl_usage_de","Building","building","Wohngebäude","10"
"Usage_De","pctl_usage_de","PCBuilding","private and commercial building","Wohn-/Geschäftsgebäude","20"
"Usage_De","pctl_usage_de","VacationHouse","vacation house","Ferien-/Wochenendhaus","30"
"UserAttributeType","pctl_userattributetype","Account","Named Account","Benanntes Konto","-1"
"UserAttributeType","pctl_userattributetype","Expertise","Expertise","Expertenwissen","-1"
"UserAttributeType","pctl_userattributetype","LOB","Line of Business","Sparte","-1"
"UserAttributeType","pctl_userattributetype","Language","Language","Sprache","-1"
"UserAttributeType","pctl_userattributetype","default","Default","Standard","-1"
"UserExperienceType","pctl_userexperiencetype","low","Low","Anfänger","-1"
"UserExperienceType","pctl_userexperiencetype","high","High","Experte","-1"
"UserExperienceType","pctl_userexperiencetype","mid","Mid","Durchschnitt","-1"
"UserGroupType_De","pctl_usergrouptype_de","doctore_finance","Doctor Finance","Ärzte Finanz (IAM Wert = AF)","-1"
"UserGroupType_De","pctl_usergrouptype_de","bank_cooperation_sales","Bank Cooperation Sales","Bankenkooperationsvertrieb (IAM Wert = BK)","-1"
"UserGroupType_De","pctl_usergrouptype_de","german_academic_finance","German Academic Finance","Deutsche Akademikerfinanz (IAM Wert = DA)","-1"
"UserGroupType_De","pctl_usergrouptype_de","end_customer","End Customer","Endkunde (IAM Wert = EK)","-1"
"UserGroupType_De","pctl_usergrouptype_de","exclusive_sales","Exclusive Sales","Exklusivvertrieb (IAM Wert = EV)","-1"
"UserGroupType_De","pctl_usergrouptype_de","external_member","External Member","Externe Mitarbeiter (IAM Wert = EX)","-1"
"UserGroupType_De","pctl_usergrouptype_de","office_work","Office work","Innendienst (IAM Wert = ID)","-1"
"UserGroupType_De","pctl_usergrouptype_de","agent","Agent","Makler (IAM Wert = MA)","-1"
"UserGroupType_De","pctl_usergrouptype_de","agent_pool","Agent Pool","Makler Pool (IAM Wert = MP)","-1"
"UserGroupType_De","pctl_usergrouptype_de","multiple_agent","Multiple Agent","Mehrfachagenten (IAM Wert = MF)","-1"
"UserGroupType_De","pctl_usergrouptype_de","member_corporate_client","Member Corporate client","Mitarbeiter Firmenkunde (IAM Wert = FA)","-1"
"UserGroupType_De","pctl_usergrouptype_de","part_time_agent","Part-Time Agent","Nebenberufliche Vermittler (IAM Wert = NV)","-1"
"UserGroupType_De","pctl_usergrouptype_de","technical_user","Technical User","Technischer User (IAM Wert = TE)","-1"
"UserGroupType_De","pctl_usergrouptype_de","undefined","undefined","undefiniert (IAM Wert = zwei Leerzeichen)","-1"
"UserRole","pctl_userrole","Requestor","Requestor","Anfragesteller","-1"
"UserRole","pctl_userrole","Creator","Creator","Ersteller","-1"
"UserRole","pctl_userrole","CustomerRep","Customer Service Representative","Kundendienstmitarbeiter","-1"
"UserRole","pctl_userrole","Auditor","Auditor","Prüfer","-1"
"UserRole","pctl_userrole","AuditExaminer","Audit Examiner","Prüfungsgutachter","-1"
"UserRole","pctl_userrole","PreRenewalOwner","Pre-Renewal Owner","Sachbearbeiter vor Vertragsverlängerung","-1"
"UserRole","pctl_userrole","processor","Processor","Sachbearbeiter/in","-1"
"UserRole","pctl_userrole","loss_control","Loss Control","Schadenskontrolle","-1"
"UserRole","pctl_userrole","defaultassignmentrole","Default Assignment Role","Standardzuweisungsrolle","-1"
"UserRole","pctl_userrole","Underwriter","Underwriter","Underwriter","-1"
"UserRole","pctl_userrole","UnderwriterAssist","Underwriter Assistant","Underwriter-Assistent","-1"
"UserRole","pctl_userrole","InitialReferrer","Initial Referrer","Ursprünglicher Vermittler","-1"
"UserRole","pctl_userrole","Producer","Producer","Vermittler","-1"
"UserRole","pctl_userrole","tech","Underwriting Technician","Versicherungsassistent","-1"
"UserRole","pctl_userrole","relateduser","Related user","Zugehöriger Benutzer","-1"
"UserRoleConstraint","pctl_userroleconstraint","accountexclusive","AccountExclusive","Bei jedem Konto kann maximal ein Benutzer für diese Rolle zugewiesen sein.","-1"
"UserRoleConstraint","pctl_userroleconstraint","jobexclusive","JobExclusive","Bei jeder Aufgabe kann maximal ein Benutzer für diese Rolle zugewiesen sein.","-1"
"UserRoleConstraint","pctl_userroleconstraint","objectowner","ObjectOwner","Zeigt an, dass der dieser Rolle zugewiesene Benutzer über dieselben Berechtigungen verfügen muss, die für den Besitzer des zuweisbaren Objekts erforderlich sind","-1"
"UserRoleConstraint","pctl_userroleconstraint","policyexclusive","PolicyExclusive","Bei jeder Police kann maximal ein Benutzer für diese Rolle zugewiesen sein.","-1"
"UserType","pctl_usertype","other","Other","Sonstige.","1"
"UserType","pctl_usertype","underwriter","Underwriter","Ein Underwriter.","2"
"UserType","pctl_usertype","assistant","Producer Assistant","Der Assistent eines externen Vermittlers.","3"
"UserType","pctl_usertype","producer","Producer","Ein externer Vermittler.","4"
"UserType","pctl_usertype","auditor","Auditor","Ein Prüfer","5"
"UserTypeCategory","pctl_usertypecategory","external","External","Externe Kategorie.","-1"
"UserTypeCategory","pctl_usertypecategory","internal","Internal","Interne Kategorie.","-1"
"UWApprovalDurationType","pctl_uwapprovaldurationtype","NextChange","Next Change","Gültig bis zur nächsten Änderung.","0"
"UWApprovalDurationType","pctl_uwapprovaldurationtype","EndOfTerm","End Of Term","Gültig bis zum Ende der Laufzeit.","1"
"UWApprovalDurationType","pctl_uwapprovaldurationtype","OneYear","One Year ","Gültig für ein Jahr vom Datum des Inkrafttretens der aktuellen Aufgabe.","2"
"UWApprovalDurationType","pctl_uwapprovaldurationtype","ThreeYears","Three Years ","Gültig für drei Jahre vom Datum des Inkrafttretens der aktuellen Aufgabe.","3"
"UWApprovalDurationType","pctl_uwapprovaldurationtype","Rescinded","Rescinded","Gültig bis zur Aufhebung.","4"
"UWCompanyCode","pctl_uwcompanycode","001","AXA","AXA Versicherung AG","1"
"UWCompanyCode","pctl_uwcompanycode","3111_33333","Acme High Hazard Insurance","Acme - Versicherung gegen hohes Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","2111_11111","Acme Medium Hazard Insurance","Acme - Versicherung gegen mittleres Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","1111_11111","Acme Low Hazard Insurance","Acme - Versicherung gegen niedriges Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","9000_00001","FifthWheel High Hazard Insurance","FifthWheel - Versicherung gegen hohes Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","7777_23211","FifthWheel Medium Hazard Insurance","FifthWheel - Versicherung gegen mittleres Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","7777_12345","FifthWheel Low Hazard Insurance","FifthWheel - Versicherung gegen niedriges Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","4111_44444","Four Corners Low Hazard Casualty","Four Corners Unfall, geringes Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","6666_66666","Four Corners High Hazard Casualty","Four Corners Unfall, hohes Risiko","-1"
"UWCompanyCode","pctl_uwcompanycode","5666_55555","Four Corners Medium Hazard Casualty","Four Corners Unfall, mittleres Risiko","-1"
"UWCompanyStatus","pctl_uwcompanystatus","Active","Active","Aktiv","-1"
"UWCompanyStatus","pctl_uwcompanystatus","Retired","Retired","Im Ruhestand","-1"
"UWCompanyStatus","pctl_uwcompanystatus","Other","Other","Sonstige","-1"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","NonBlocking","Non-Blocking","Gibt an, dass ein Problem den Fortschritt nicht blockieren wird und rein informativ ist.","0"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","BlocksIssuance","Blocks Issuance","Gibt an, dass ein Problem die Ausfertigung der Policenperiode verhindert.","100"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","BlocksBind","Blocks Bind","Gibt an, dass ein Problem die Verbindlichmachung der Policenperiode verhindert.","200"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","BlocksQuoteRelease","Blocks Quote Release","Gibt an, dass ein Problem die Freigabe eines Policenlaufzeitangebots verhindert.","300"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","BlocksQuote","Blocks Quote","Gibt an, dass ein Problem die Angabe der Policenperiode verhindert.","400"
"UWIssueBlockingPoint","pctl_uwissueblockingpoint","Rejected","Rejected","Gibt an, dass eine Ausgabe zurückgewiesen wurde.","900"
"UWIssueCheckingSet","pctl_uwissuecheckingset","PreIssuance","Issuance Issues","Vor der Ausstellung erstellt.","100"
"UWIssueCheckingSet","pctl_uwissuecheckingset","PreBind","Bind Issues","Vor Verbindlichmachung erstellt.","200"
"UWIssueCheckingSet","pctl_uwissuecheckingset","PreQuoteRelease","Quote Release Issues","Vor der Freigabe eines Angebots erstellt.","300"
"UWIssueCheckingSet","pctl_uwissuecheckingset","PreQuote","Quote Issues","Vor der Preisangabe erstellt.","400"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Renewal","Renewal","Als Teil der Bearbeitung von Vertragsverlängerungen erstellt.","500"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Referral","Referral","Aus einem Underwriter-Weiterleitungsgrund erstellt.","600"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Question","Question","Automatisch aus einer Frage erstellt.","700"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Manual","Manual","Manuell erstellt","800"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Upgrade","Upgrade","Während einer Datenbankaktualisierung erstellt.","900"
"UWIssueCheckingSet","pctl_uwissuecheckingset","PolicyRenewalAPI","PolicyRenewalAPI","Während der Ausführung von PolicyRenewalAPI erstellt","1000"
"UWIssueCheckingSet","pctl_uwissuecheckingset","UWHold","Underwriting Hold","Erstellt für Underwriting-Sperrungen","1100"
"UWIssueCheckingSet","pctl_uwissuecheckingset","RegulatoryHold","Regulatory Hold","Erstellt für regulatorische Sperrungen","1200"
"UWIssueCheckingSet","pctl_uwissuecheckingset","MVR","MVR Issues","Prüft bei Vorabangebot und Vorabverbindlichmachung auf Verstöße gegen die Verkehrsordnung","1300"
"UWIssueCheckingSet","pctl_uwissuecheckingset","Reinsurance","Reinsurance","Prüfung auf Rückversicherungsprobleme, werden bei jeder Stufe nach Vorabangebot vorgenommen","1400"
"UWIssueCheckingSet","pctl_uwissuecheckingset","All","All","Überprüft an jedem Blockierpunkt.","10000"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Expired","Expired","Die Problemgenehmigung ist abgelaufen.","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Rejected","Rejected","Das Problem wurde abgelehnt.","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Created","Created","Problem wurde erstellt.","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Approved","Approved","Das Problem wurde genehmigt.","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","ChangeEffDate","Change Effective Date","Das Datum des Inkrafttretens des Problems wurde geändert.","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Removed","Issue no longer applies","Das Problem wurde entfernt (d. h. durch die Untersuchungsregeln der Ausfertigung).","-1"
"UWIssueHistoryStatus","pctl_uwissuehistorystatus","Reopened","Reopened","Das Problem wurde erneut zur Bearbeitung geöffnet (ohne die Angabe eines nachfolgenden Blockierpunkt für das Problem).","-1"
"UWReferralReasonStatus","pctl_uwreferralreasonstatus","Open","Open","Der Weiterleitungsgrund ist weiterhin geöffnet","10"
"UWReferralReasonStatus","pctl_uwreferralreasonstatus","Closed","Closed","Der Weiterleitungsgrund wurde geschlossen/aufgelöst","20"
"UWRuleAvailability","pctl_uwruleavailability","All","All","Alle","-1"
"UWRuleAvailability","pctl_uwruleavailability","Valid","Passing Validation","Regeln werden validiert","-1"
"UWRuleAvailability","pctl_uwruleavailability","Invalid","Failing Validation","Regeln, die Validierung nicht bestehen","-1"
"UWRuleAvailability","pctl_uwruleavailability","Unavailable","Unavailable","Nicht verfügbar","-1"
"UWRuleAvailability","pctl_uwruleavailability","Available","Available","Verfügbar","-1"
"UWValueAssignmentType","pctl_uwvalueassignmenttype","OffsetAmount","Offset Amount","Ein fester Betrag wird vom Referenzwert des Problems subtrahiert oder addiert, um einen Standardwert für die Genehmigung zu berechnen","-1"
"UWValueAssignmentType","pctl_uwvalueassignmenttype","Fixed","Fixed","Gibt an, dass der Standardwert für die Genehmigung direkt aus dem Problem kopiert ist","-1"
"UWValueAssignmentType","pctl_uwvalueassignmenttype","OffsetPercent","Offset Percentage","Der Referenzwert des Problems wird durch einen prozentualen Wert erhöht oder vermindert, abhängig von der Richtung des Vergleichsoperators","-1"
"VacationStatusType","pctl_vacationstatustype","atwork","At work","Der Benutzer arbeitet","-1"
"VacationStatusType","pctl_vacationstatustype","onvacation","On vacation","Der Benutzer ist im Urlaub","-1"
"VacationStatusType","pctl_vacationstatustype","inactive","On vacation (Inactive)","Der Benutzer ist nicht verfügbar","-1"
"ValidationIssue","pctl_validationissue","GeneralValidation","GeneralValidation","Allgemeine Validierung","-1"
"ValidationIssue","pctl_validationissue","FieldValidation","FieldValidation","FieldValidation","-1"
"ValidationIssue","pctl_validationissue","ValidationIssue","ValidationIssue","ValidationIssue","-1"
"ValidationIssueType","pctl_validationissuetype","error","Error","Ein Validierungsfehler","-1"
"ValidationIssueType","pctl_validationissuetype","warning","Warning","Eine Validierungswarnung","-1"
"ValidationLevel","pctl_validationlevel","readyforissue","Ready for issue","Zur Ausfertigung bereit","5000"
"ValidationLevel","pctl_validationlevel","bindable","Bindable","Police verbindlich machen","6000"
"ValidationLevel","pctl_validationlevel","quotable","Quotable","Bereit für das Angebot","7000"
"ValidationLevel","pctl_validationlevel","quickquotable","Quick Quotable","Für Schnellangebot bereit","7200"
"ValidationLevel","pctl_validationlevel","default","Default","Standardprüfungsstufe auf der Benutzeroberfläche der Anwendung und Überprüfung beim Festschreiben","8000"
"ValidationLevel","pctl_validationlevel","loadsave","Load and save","Minimale Stufe, die erfüllt werden muss, damit eine Policenperiode in der Datenbank mit Commit festgeschrieben wird","10000"
"ValuationMethod","pctl_valuationmethod","ReplCost","Replacement cost","Wiederbeschaffungskosten","1"
"ValuationMethod","pctl_valuationmethod","ACV","Actual cash value","Zeitwert","2"
"ValuationMethod","pctl_valuationmethod","FuncValue","Functional value","Funktioneller Wert","3"
"ValuationMethod","pctl_valuationmethod","AgreedAmt","Agreed amount","Vereinbarter Betrag","4"
"ValuationMethod","pctl_valuationmethod","Appraisal","Appraisal","Schätzung","-1"
"ValuationMethod","pctl_valuationmethod","ActCost","Actual cost","Tatsächliche Kosten","-1"
"ValuationMethod","pctl_valuationmethod","CompSale","Comparable sale","Vergleichbarer Verkauf","-1"
"ValuationMethod","pctl_valuationmethod","SaleRec","Sales receipt","Verkaufsquittung","-1"
"ValueComparator","pctl_valuecomparator","None","None","Ein Wert, der als Angabe verwendet wird, dass ein bestimmter Problemtyp keinen zugewiesenen Wert hat.","10"
"ValueComparator","pctl_valuecomparator","Numeric_LE","At most","Ein Wert, der als Angabe verwendet wird, dass der Problemwert als großer Dezimalwert verwendet werden sollte und kleiner oder gleich dem Wert der Genehmigung oder Autorisierung sein muss.","30"
"ValueComparator","pctl_valuecomparator","Numeric_GE","At least","Ein Wert, der als Angabe verwendet wird, dass der Problemwert als großer Dezimalwert verwendet werden sollte und größer oder gleich dem Wert der Genehmigung oder Autorisierung sein muss.","40"
"ValueComparator","pctl_valuecomparator","Monetary_LE","At most (monetary)","Ein Wert, mit dem angegeben wird, dass der Problemwert als MonetaryAmount behandelt werden sollte und kleiner oder gleich dem Wert der Genehmigung oder Autorisierung sein muss.","50"
"ValueComparator","pctl_valuecomparator","Monetary_GE","At least (monetary)","Ein Wert, mit dem angegeben wird, dass der Problemwert als MonetaryAmount behandelt werden sollte und größer oder gleich dem Wert der Genehmigung oder Autorisierung sein muss.","60"
"ValueComparator","pctl_valuecomparator","State_Set","In set","Ein Wert, der als Angabe verwendet wird, dass der Problemwert als ein (möglicherweise exklusiver) Satz von Bundesländern/Kantonen verwendet werden sollte und dass der Problemwert innerhalb dieses Satzes enthalten (oder nicht enthalten) sein muss.","70"
"ValueComparator","pctl_valuecomparator","Any","Any","Ein Wert, der als Angabe verwendet wird, dass eine Vollmachtserteilung nicht von einem bestimmten Wert abhängig ist.","20"
"ValueFormatterType","pctl_valueformattertype","Age","Age","Formatierungstyp für Altersangaben.","-1"
"ValueFormatterType","pctl_valueformattertype","Units","Units","Formatierungstyp für ganzzahlige Werte von 'Einheit'.","-1"
"ValueFormatterType","pctl_valueformattertype","Integer","Integer","Formatierungstyp für ganzzahlige Werte.","-1"
"ValueFormatterType","pctl_valueformattertype","MonetaryAmount","MonetaryAmount","Formatierung für MonetaryAmounts verwendet","-1"
"ValueFormatterType","pctl_valueformattertype","Number","Number","Formatierungstyp für große Dezimalwerte.","-1"
"ValueFormatterType","pctl_valueformattertype","StateSet","StateSet","Formatierertyp für Sätze von Bundesländern.","-1"
"ValueFormatterType","pctl_valueformattertype","Unformatted","Unformatted","Formatierungstyp, bei dem keine Formatierung auf den Wert angewendet wird.","-1"
"ValueFormatterType","pctl_valueformattertype","TestFormatter","TestFormatter","Formatierungstyp nur zu Testzwecken.","-1"
"ValueFormatterType","pctl_valueformattertype","USD","USD","Formatierungstyp für US-Dollar-Werte (mit Cent-Angaben).","-1"
"ValueFormatterType","pctl_valueformattertype","USDBrief","USDBrief","Formatierungstyp für US-Dollar-Werte (ohne Cent-Angaben).","-1"
"ValueFormatterType","pctl_valueformattertype","Currency","Currency","Formatierungstyp der Währung, die dem aktuellen Gebietsschema zugewiesen ist.","-1"
"ValueProvider","pctl_valueprovider","TypeListValueProvider","Typelist Value Provider","Stellt den Wert aus einer Typenliste bereit","1"
"ValueProvider","pctl_valueprovider","CoverageValueProvider","Coverage Value Provider","Bietet Wert für Deckung auf der Basis eines Schlüssels","2"
